Kode Posisi (Abbreviation),SAP Position ID,Position Title,Deskripsi Panjang Jabatan,Kode SATKER,Org. Unit ID,Org. Unit Title,Kode Posisi Superior,SAP Position ID (Superior),Position Superior Title,Kode SATKER Superior,Org. Unit ID Superior,OU Superior Title,
254200000N,10000753,Peranap Mining Site Operation Section Head,Peranap Mining Site Operation Section Head,5400,30000360,Peranap Mining Site Operation Section,254000000N,10000753,#REF!,5400,30000140,Ombilin Mining Site General Manager,
254200100N,10001879,Mining Operation Supervision Specialist,Mining Operation Supervision Specialist,5400,30000360,Peranap Mining Site Operation Section,254200000N,10001879,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254200200N,10003270,Senior Mining Operation Supervision Technician,Senior Mining Operation Supervision Technician,5400,30000360,Peranap Mining Site Operation Section,254200000N,10003270,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254200300N,10003271,Mining Operation Supervision Technician,Mining Operation Supervision Technician,5400,30000360,Peranap Mining Site Operation Section,254200000N,10003271,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254200400N,10001880,"Safety, Health & Environment Specialist","Safety, Health & Environment Specialist",5400,30000360,Peranap Mining Site Operation Section,254200000N,10001880,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254200500N,10002196,"Safety, Health & Environment Staff","Safety, Health & Environment Staff",5400,30000360,Peranap Mining Site Operation Section,254200000N,10002196,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254200600N,10003272,"Safety, Health & Environment Technician","Safety, Health & Environment Technician",5400,30000360,Peranap Mining Site Operation Section,254200000N,10003272,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254200700N,10001881,Port Operation Supervision Specialist,Port Operation Supervision Specialist,5400,30000360,Peranap Mining Site Operation Section,254200000N,10001881,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254200800N,10003273,Senior Port Operation Supervision Technician,Senior Port Operation Supervision Technician,5400,30000360,Peranap Mining Site Operation Section,254200000N,10003273,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254200900N,10003274,Port Operation Supervision Technician,Port Operation Supervision Technician,5400,30000360,Peranap Mining Site Operation Section,254200000N,10003274,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254201000N,10003275,Coal Transportation Supervision Technician,Coal Transportation Supervision Technician,5400,30000360,Peranap Mining Site Operation Section,254200000N,10003275,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254201100N,10003276,Mining Operation Control Engineer,Mining Operation Control Engineer,5400,30000360,Peranap Mining Site Operation Section,254200000N,10003276,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254201200N,10003277,Senior Mining Operation Control Technician,Senior Mining Operation Control Technician,5400,30000360,Peranap Mining Site Operation Section,254200000N,10003277,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254201300N,10003278,Mining Operation Control Technician,Mining Operation Control Technician,5400,30000360,Peranap Mining Site Operation Section,254200000N,10003278,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254201400N,10002197,Mining Administration Staff,Mining Administration Staff,5400,30000360,Peranap Mining Site Operation Section,254200000N,10002197,#REF!,5400,30000360,Peranap Mining Site Operation Section,
254201500N,10002350,Mining Admin,Mining Admin,5400,30000360,Peranap Mining Site Operation Section,254200000N,10002350,#REF!,5400,30000360,Peranap Mining Site Operation Section,
350000000N,10003279,Infrastructure Development Project Head,Infrastructure Development Project Head,5030,30000040,Infrastructure Development Project,500,10003279,#REF!,-,30000004,Direktorat Operasi dan Produksi,
350010000N,10003280,Lead Project Engineer,Lead Project Engineer,5030,30000040,Infrastructure Development Project,350000000N,10003280,#REF!,5030,30000040,Infrastructure Development Project,
350010000N,10003281,Lead Project Engineer,Lead Project Engineer,5030,30000040,Infrastructure Development Project,350000000N,10003281,#REF!,5030,30000040,Infrastructure Development Project,
350100000N,10002351,Project Administration & Contract Head,Project Administration & Contract Head,5030,30000361,Project Administration & Contract,350000000N,10002351,#REF!,5030,30000040,Infrastructure Development Project,
350110000N,10001882,Project Administration & Contract Specialist,Project Administration & Contract Specialist,5030,30000361,Project Administration & Contract,350100000N,10001882,#REF!,5030,30000361,Project Administration & Contract,
350120000N,10002198,Project Administration & Contract Staff,Project Administration & Contract Staff,5030,30000361,Project Administration & Contract,350100000N,10002198,#REF!,5030,30000361,Project Administration & Contract,
350200000N,10003282,Infrastructure Development Engineering Head,Infrastructure Development Engineering Head,5031,30000141,Infrastructure Development Engineering,350000000N,10003282,#REF!,5030,30000040,Infrastructure Development Project,
350210000N,10003283,Senior Civil Engineer,Senior Civil Engineer,5031,30000141,Infrastructure Development Engineering,350200000N,10003283,#REF!,5031,30000141,Infrastructure Development Engineering,
350220000N,10003284,Senior Mechanical Engineer,Senior Mechanical Engineer,5031,30000141,Infrastructure Development Engineering,350200000N,10003284,#REF!,5031,30000141,Infrastructure Development Engineering,
350230000N,10003285,Senior Electrical Engineer,Senior Electrical Engineer,5031,30000141,Infrastructure Development Engineering,350200000N,10003285,#REF!,5031,30000141,Infrastructure Development Engineering,
351000000N,10003286,CHF ICB Construction Project Head,CHF ICB Construction Project Head,5032,30000142,CHF ICB Construction Project,350000000N,10003286,#REF!,5030,30000040,Infrastructure Development Project,
351100000N,10003287,CHF ICB Engineering Head,CHF ICB Engineering Head,5032,30000362,CHF ICB Engineering,351000000N,10003287,#REF!,5032,30000142,CHF ICB Construction Project,
351110000N,10003288,Civil Engineer,Civil Engineer,5032,30000362,CHF ICB Engineering,351100000N,10003288,#REF!,5032,30000362,CHF ICB Engineering,
351120000N,10003289,Senior Civil Technician,Senior Civil Technician,5032,30000362,CHF ICB Engineering,351100000N,10003289,#REF!,5032,30000362,CHF ICB Engineering,
351130000N,10003290,Mechanical Engineer,Mechanical Engineer,5032,30000362,CHF ICB Engineering,351100000N,10003290,#REF!,5032,30000362,CHF ICB Engineering,
351140000N,10003291,Senior Mechanical Technician,Senior Mechanical Technician,5032,30000362,CHF ICB Engineering,351100000N,10003291,#REF!,5032,30000362,CHF ICB Engineering,
351150000N,10003292,Electrical Engineer,Electrical Engineer,5032,30000362,CHF ICB Engineering,351100000N,10003292,#REF!,5032,30000362,CHF ICB Engineering,
351160000N,10003293,Senior Electrical Technician,Senior Electrical Technician,5032,30000362,CHF ICB Engineering,351100000N,10003293,#REF!,5032,30000362,CHF ICB Engineering,
352000000N,10003294,TLS 6 & 7 Construction Project Head,TLS 6 & 7 Construction Project Head,5033,30000143,TLS 6 & 7 Construction Project,350000000N,10003294,#REF!,5030,30000040,Infrastructure Development Project,
352100000N,10003295,TLS 6 Engineering Head,TLS 6 Engineering Head,5033,30000363,TLS 6 Engineering,352000000N,10003295,#REF!,5033,30000143,TLS 6 & 7 Construction Project,
352110000N,10003296,Civil Engineer,Civil Engineer,5033,30000363,TLS 6 Engineering,352100000N,10003296,#REF!,5033,30000363,TLS 6 Engineering,
352120000N,10003297,Senior Civil Technician,Senior Civil Technician,5033,30000363,TLS 6 Engineering,352100000N,10003297,#REF!,5033,30000363,TLS 6 Engineering,
352130000N,10003298,Mechanical Engineer,Mechanical Engineer,5033,30000363,TLS 6 Engineering,352100000N,10003298,#REF!,5033,30000363,TLS 6 Engineering,
352140000N,10003299,Senior Mechanical Technician,Senior Mechanical Technician,5033,30000363,TLS 6 Engineering,352100000N,10003299,#REF!,5033,30000363,TLS 6 Engineering,
352150000N,10003300,Electrical Engineer,Electrical Engineer,5033,30000363,TLS 6 Engineering,352100000N,10003300,#REF!,5033,30000363,TLS 6 Engineering,
352160000N,10003301,Senior Electrical Technician,Senior Electrical Technician,5033,30000363,TLS 6 Engineering,352100000N,10003301,#REF!,5033,30000363,TLS 6 Engineering,
352200000N,10003302,TLS 7 Engineering Head,TLS 7 Engineering Head,5033,30000364,TLS 7 Engineering,352000000N,10003302,#REF!,5033,30000143,TLS 6 & 7 Construction Project,
352210000N,10003303,Civil Engineer,Civil Engineer,5033,30000364,TLS 7 Engineering,352200000N,10003303,#REF!,5033,30000364,TLS 7 Engineering,
352220000N,10003304,Senior Civil Technician,Senior Civil Technician,5033,30000364,TLS 7 Engineering,352200000N,10003304,#REF!,5033,30000364,TLS 7 Engineering,
352230000N,10003305,Mechanical Engineer,Mechanical Engineer,5033,30000364,TLS 7 Engineering,352200000N,10003305,#REF!,5033,30000364,TLS 7 Engineering,
352240000N,10003306,Senior Mechanical Technician,Senior Mechanical Technician,5033,30000364,TLS 7 Engineering,352200000N,10003306,#REF!,5033,30000364,TLS 7 Engineering,
352250000N,10003307,Electrical Engineer,Electrical Engineer,5033,30000364,TLS 7 Engineering,352200000N,10003307,#REF!,5033,30000364,TLS 7 Engineering,
352260000N,10003308,Senior Electrical Technician,Senior Electrical Technician,5033,30000364,TLS 7 Engineering,352200000N,10003308,#REF!,5033,30000364,TLS 7 Engineering,
601,10000005,Direktur Komersial,Direktur Komersial,6000,30000005,Direktorat Komersial,TOP,10000005,#REF!,#N/A,,#N/A,
BAP110000K,10003463,DIREKTUR PT BAP                         ,DIREKTUR PT BAP                         ,2BAP,30000005,Direktorat Komersial,601,10003463,#REF!,#N/A,,#N/A,
BAP110040L,10003464,PT BAP JJ 3 - FUNGSIONAL                ,PT BAP JJ 3 - FUNGSIONAL                ,2BAP,30000005,Direktorat Komersial,BAP110000K,10003464,#REF!,#N/A,,#N/A,
BAP110040L,10003465,PT BAP JJ 3 - FUNGSIONAL                ,PT BAP JJ 3 - FUNGSIONAL                ,2BAP,30000005,Direktorat Komersial,BAP110000K,10003465,#REF!,#N/A,,#N/A,
BPB100000K,10003491,DIREKTUR UTAMA PT BPB                   ,DIREKTUR UTAMA PT BPB                   ,2BPB,30000005,Direktorat Komersial,601,10003491,#REF!,#N/A,,#N/A,
BPB110000K,10003492,DIREKTUR PT BPB                         ,DIREKTUR PT BPB                         ,2BPB,30000005,Direktorat Komersial,BPB100000K,10003492,#REF!,#N/A,,#N/A,
BPB110000K,10003493,DIREKTUR PT BPB                         ,DIREKTUR PT BPB                         ,2BPB,30000005,Direktorat Komersial,BPB100000K,10003493,#REF!,#N/A,,#N/A,
PBP110000K,10003516,DIREKTUR PT PBP                         ,DIREKTUR PT PBP                         ,2PBP,30000005,Direktorat Komersial,601,10003516,#REF!,#N/A,,#N/A,
PIT110000K,10003517,DIREKTUR PT PIT                         ,DIREKTUR PT PIT                         ,2PIT,30000005,Direktorat Komersial,601,10003517,#REF!,#N/A,,#N/A,
125000000N,10000025,Commercial Division Head,Commercial Division Head,2700,30000041,Commercial Division,601,10000025,#REF!,-,30000005,Direktorat Komersial,
125001000N,10001883,Secretary Specialist,Secretary Specialist,2700,30000041,Commercial Division,125000000N,10001883,#REF!,2700,30000041,Commercial Division,
125002000N,10002199,Secretary Staff,Secretary Staff,2700,30000041,Commercial Division,125000000N,10002199,#REF!,2700,30000041,Commercial Division,
125003000N,10001884,Lead Market Analysis Specialist,Lead Market Analysis Specialist,2700,30000041,Commercial Division,125000000N,10001884,#REF!,2700,30000041,Commercial Division,
125004000N,10001885,Senior Market Analysis Specialist,Senior Market Analysis Specialist,2700,30000041,Commercial Division,125000000N,10001885,#REF!,2700,30000041,Commercial Division,
125010000N,10000127,Commercial Administration & Contract Department Head,Commercial Administration & Contract Department Head,2701,30000144,Commercial Administration & Contract Department,125000000N,10000127,#REF!,2700,30000041,Commercial Division,
125010100N,10001886,Senior Commercial Administration & Contract Specialist,Senior Commercial Administration & Contract Specialist,2701,30000144,Commercial Administration & Contract Department,125010000N,10001886,#REF!,2701,30000144,Commercial Administration & Contract Department,
125010200N,10001887,Commercial Administration & Contract Specialist,Commercial Administration & Contract Specialist,2701,30000144,Commercial Administration & Contract Department,125010000N,10001887,#REF!,2701,30000144,Commercial Administration & Contract Department,
125010300N,10002200,Commercial Administration & Contract Staff,Commercial Administration & Contract Staff,2701,30000144,Commercial Administration & Contract Department,125010000N,10002200,#REF!,2701,30000144,Commercial Administration & Contract Department,
125100000N,10000038,Marketing Sub-Division Head,Marketing Sub-Division Head,2710,30000042,Marketing Sub-Division,125000000N,10000038,#REF!,2700,30000041,Commercial Division,
125100100N,10001888,Secretary Specialist,Secretary Specialist,2710,30000042,Marketing Sub-Division,125100000N,10001888,#REF!,2710,30000042,Marketing Sub-Division,
125100200N,10002201,Secretary Staff,Secretary Staff,2710,30000042,Marketing Sub-Division,125100000N,10002201,#REF!,2710,30000042,Marketing Sub-Division,
125110000N,10000128,Domestic Sales Department Head,Domestic Sales Department Head,2711,30000145,Domestic Sales Department,125100000N,10000128,#REF!,2710,30000042,Marketing Sub-Division,
125110100N,10001889,Senior Marketing Specialist,Senior Marketing Specialist,2711,30000145,Domestic Sales Department,125110000N,10001889,#REF!,2711,30000145,Domestic Sales Department,
125110200N,10001890,Marketing Specialist,Marketing Specialist,2711,30000145,Domestic Sales Department,125110000N,10001890,#REF!,2711,30000145,Domestic Sales Department,
125110300N,10002202,Marketing Staff,Marketing Staff,2711,30000145,Domestic Sales Department,125110000N,10002202,#REF!,2711,30000145,Domestic Sales Department,
125110300N,10002203,Marketing Staff,Marketing Staff,2711,30000145,Domestic Sales Department,125110000N,10002203,#REF!,2711,30000145,Domestic Sales Department,
125120000N,10000129,Export Sales Department Head,Export Sales Department Head,2712,30000146,Export Sales Department,125100000N,10000129,#REF!,2710,30000042,Marketing Sub-Division,
